,business_id,city,hours,name,state,Alcohol,BikeParking,BusinessAcceptsCreditCards,BusinessParking,Caters,GoodForKids,HasTV,NoiseLevel,OutdoorSeating,RestaurantsAttire,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTakeOut,WiFi
66,97571,Chandler,brunch,Let's Eat Noodles,AZ,none,False,True,1.0,True,True,True,qiet,False,casal,True,True,2,True,True,free
67,95525,Toronto,all_day,Chat Bar,ON,beer_and_wine,False,,1.0,,False,True,lod,False,casal,False,True,2,False,True,free
68,181995,Toronto,,Pepper Chili,ON,,,,,,,,lod,,,True,True,1,True,True,
69,13315,Mississauga,all_day,Szechuan Express,ON,none,False,,0.0,False,True,False,lod,False,casal,False,True,1,False,True,no
70,87117,Markham,all_day,Cun Wei Chinese Restaurant,ON,,,,,,,,,,casal,,,,,,
71,17693,Toronto,,Tea A Break Tea House,ON,,,,,,,,,False,,,,,,,
72,131512,Calgary,all_day,Fat Kee Noodle House,AB,beer_and_wine,False,,1.0,False,True,False,average,False,casal,False,True,1,False,True,no
73,54990,Toronto,all_day,Luckee,ON,fll_bar,True,True,0.0,False,False,False,average,False,casal,False,True,3,True,True,no
74,61748,Phoenix,all_day,Yan's,AZ,none,True,True,1.0,True,True,False,qiet,False,casal,True,True,1,False,True,no
75,115404,Whitby,,Jet Garden Chinese Food,ON,none,,,1.0,False,True,False,qiet,False,casal,True,False,2,False,True,no
76,26472,Rocky River,all_day,King Wah,OH,fll_bar,True,True,1.0,True,True,True,average,True,casal,False,True,2,True,True,free
77,135571,Markham,all_day,Sweet Culture,ON,none,False,,,,True,True,qiet,False,casal,False,True,1,False,True,no
78,67234,Pittsburgh,,Silver Palace Chinese Restaurant,PA,none,,True,1.0,True,True,True,qiet,False,casal,True,True,1,,True,no
79,157938,Middleton,all_day,China Wok,WI,none,True,True,1.0,False,True,False,average,False,casal,False,True,1,False,True,no
80,50233,Richmond Hill,all_day,Golden Court Abalone Restaurant,ON,beer_and_wine,True,,1.0,False,True,True,lod,False,casal,False,True,2,True,True,free
81,180689,Madison,all_day,Hong Kong Station,WI,beer_and_wine,True,True,1.0,False,True,False,average,False,casal,False,True,2,False,True,free
82,160186,Las Vegas,all_day,BaBa's Chinese Kitchen,NV,none,,True,1.0,True,True,False,qiet,False,casal,True,True,1,True,True,no
83,70551,Litchfield Park,all_day,Chop Chop Chinese Kitchen,AZ,none,True,True,1.0,True,True,False,qiet,True,casal,False,True,1,False,True,no
84,9877,Mississauga,all_day,Wok-A-Way Chinese Food & Wings,ON,none,True,,1.0,True,False,False,,False,casal,True,False,2,False,True,no
85,57743,Calgary,all_day,Asian Village Wok and Grill,AB,none,True,,,True,True,False,average,False,casal,False,True,1,False,True,no
86,20376,Montréal,all_day,Kam Shing,QC,fll_bar,True,,1.0,False,True,False,average,False,casal,False,True,2,True,True,no
87,35546,Las Vegas,all_day,Panda Express,NV,none,True,True,1.0,True,True,True,average,True,casal,True,True,1,False,True,no
88,84719,Charlotte,all_day,Ichiban Buffet,NC,beer_and_wine,True,True,1.0,True,True,True,average,False,casal,False,True,1,True,True,no
89,173451,Calgary,,Apple Inn,AB,,,,0.0,,True,True,average,False,casal,True,True,2,True,True,no
90,153494,McMurray,all_day,Hunan Inn,PA,,,True,1.0,,True,False,qiet,False,casal,True,True,1,False,True,no
91,75627,Pittsburgh,all_day,Hong Kong Express II,PA,none,,True,0.0,True,True,,,False,casal,True,True,1,False,True,
92,143790,Pineville,all_day,Sky Asian Bistro,NC,fll_bar,False,True,1.0,False,True,True,qiet,False,casal,True,True,2,True,True,no
93,133736,Goodyear,all_day,Panda Express,AZ,none,True,True,,,True,False,average,True,casal,False,True,2,False,True,no
94,76959,Mississauga,all_day,Happy Jade Seafood Chinese Restaurant,ON,fll_bar,,,1.0,True,True,False,average,False,casal,False,True,2,True,True,no
95,63144,Stow,all_day,Bangkok Thai Restaurant,OH,,True,True,1.0,,True,False,,False,casal,False,True,2,False,True,
96,173630,Montréal,,Restaurant Shi Tang,QC,,,,,False,True,True,average,False,casal,False,True,1,False,True,no
97,142471,Tempe,all_day,Mr. Hunan,AZ,none,True,True,1.0,True,True,True,qiet,False,casal,True,False,1,False,True,no
98,182335,Brampton,all_day,Golden Palace Restaurant,ON,fll_bar,True,,1.0,True,True,False,qiet,False,casal,True,True,2,True,True,no
99,27506,Mesa,,Panda Express,AZ,,,True,,,True,False,,False,casal,False,False,1,False,True,
100,90949,Mississauga,all_day,China 8,ON,none,True,,0.0,True,True,False,qiet,False,casal,True,True,1,False,True,
101,188906,Calgary,all_day,Buffet Yangtze,AB,fll_bar,True,,0.0,True,True,False,average,False,casal,False,True,2,True,False,no
102,180224,Lagrange,,China Kitchen,OH,,,,,,,,,,,,,,,,
103,99132,Montréal,all_day,Bao Bao Dim Sum,QC,none,True,None,1.0,None,True,False,average,False,casal,False,False,1,False,True,no
104,111867,Glendale,all_day,Zen Buffet,AZ,none,,True,1.0,False,True,,,False,casal,False,True,2,True,True,no
105,56447,Las Vegas,all_day,JC Cuisine,NV,,True,True,1.0,,True,True,average,False,casal,True,True,2,True,True,free
106,19711,Phoenix,all_day,Canton Wong,AZ,none,,True,0.0,,True,,,False,casal,True,False,1,False,True,
107,177073,Toronto,all_day,1915 Lan Zhou Ramen,ON,none,False,,0.0,False,True,False,average,False,casal,True,True,1,False,True,free
108,182973,Pittsburgh,,Chop Sticks,PA,none,,True,1.0,,,,average,False,casal,True,,2,,True,
109,29567,Cleveland,,China Star,OH,,False,True,,,True,False,,False,casal,True,False,2,False,True,no
110,112900,Goodyear,brunch,Chef Ben Sushi & Asian Express,AZ,beer_and_wine,True,True,1.0,True,True,True,qiet,True,casal,True,True,1,True,True,no
111,134859,Cleveland,all_day,Sichuan Hot Pot Cuisine,OH,,,,,,,,,,,,,,,,
112,57261,Pittsburgh,all_day,Mekong Restaurant,PA,none,True,True,1.0,True,True,True,qiet,False,casal,True,True,2,True,True,free
113,77312,Phoenix,all_day,Bamboo Grille,AZ,fll_bar,,True,1.0,True,True,True,average,False,casal,True,True,2,True,True,no
114,168601,Scarborough,,Grand Ocean Restaurant,ON,,,,,,,,,,,,,,,,
115,129849,Las Vegas,all_day,Spicy City,NV,beer_and_wine,True,True,1.0,False,True,True,average,False,casal,False,True,2,False,True,no
116,182346,Toronto,,California Thai,ON,,,,,,False,False,,,casal,False,,1,False,,
117,93121,Henderson,all_day,Wok In Express,NV,,,,,,,,,,,,,,,,
118,42522,Broadview Heights,,South China Wok Restaurant,OH,beer_and_wine,,True,0.0,,True,,,False,casal,True,True,1,True,True,no
119,168420,Mississauga,all_day,Spice and Aroma,ON,none,True,,0.0,False,True,True,average,False,casal,True,True,1,False,True,no
120,49599,Phoenix,24_hours,Panda Express,AZ,,False,True,0.0,False,True,False,,False,casal,False,False,1,False,True,no
121,184982,Toronto,,Eating Garden Chinese Restaurant,ON,,,,,,,,,,casal,,,,True,True,no
122,55511,Toronto,all_day,Lamb Kebab - Savory Chinese Crepes,ON,,,,,,True,,,,casal,False,True,,False,True,no
123,75410,Toronto,all_day,Spicy Mafia,ON,none,True,,1.0,False,False,False,,False,casal,False,True,2,False,True,free
124,167105,Glendale,,NY Seafood Buffet,AZ,,,True,,,True,,,,,,True,,,,
125,44978,Chandler,all_day,Jogoya Sushi Seafood Buffet,AZ,beer_and_wine,True,True,1.0,True,True,True,average,False,casal,False,True,2,True,True,no
126,167605,Richmond Hill,,River Star Restaurant,ON,,,,0.0,,,,,,,,True,1,,,free
127,148808,Las Vegas,all_day,Fú Asian Kitchen,NV,fll_bar,False,True,2.0,False,True,False,average,False,casal,False,True,2,True,True,free
128,143032,Phoenix,all_day,Rice To You,AZ,,True,True,0.0,False,True,False,qiet,False,casal,True,True,1,False,True,no
129,188648,Henderson,all_day,China Tango,NV,none,True,True,0.0,True,True,False,average,False,casal,True,True,1,False,True,no
130,147959,Toronto,all_day,Trendee Chinese Cuisine,ON,,,,0.0,True,True,True,average,False,casal,True,True,2,False,True,
131,169154,Peoria,all_day,Good China Restaurant,AZ,fll_bar,,True,,,True,True,average,False,casal,False,True,1,True,True,free
132,48240,Las Vegas,all_day,Jacky Chan,NV,none,True,True,0.0,True,True,False,average,False,casal,True,True,1,False,True,no
133,60499,Henderson,all_day,Panda Express,NV,none,True,True,1.0,False,True,False,qiet,True,casal,False,True,1,False,True,no
134,147851,Toronto,all_day,JXY Dumpling Restaurant,ON,,True,,0.0,,True,True,average,False,casal,False,True,2,True,True,
135,45759,Pittsburgh,all_day,China Garden,PA,none,False,True,0.0,True,True,False,qiet,False,casal,False,True,1,False,True,no
136,30675,Las Vegas,all_day,Red Gate Wok,NV,none,False,True,0.0,False,True,False,average,False,casal,False,True,2,False,True,no
137,146591,Toronto,,Kim Moon Bakery,ON,,,,0.0,,True,True,qiet,False,casal,,True,1,False,True,
138,185997,Charlotte,all_day,Hong Phat Restaurant,NC,,,False,,,True,False,,False,casal,False,False,1,False,True,no
139,105498,Gilbert,all_day,Panda Express,AZ,none,True,True,0.0,False,True,False,,True,casal,False,True,1,False,True,no
140,125118,Toronto,,La Casita Chinese Eatery,ON,,True,,0.0,False,True,True,qiet,False,casal,False,True,2,False,True,no
141,100372,Charlotte,,Dragon Buffet,NC,none,True,True,0.0,False,True,False,average,False,casal,False,True,1,False,True,no
142,43982,Las Vegas,all_day,Kirin Buffet,NV,,,True,1.0,,True,True,,False,,False,True,1,True,True,no
143,115814,Scarborough,,Kam Fai 38 Restaurant,ON,,,,0.0,,,True,,False,casal,True,,1,,,
144,81643,Scarborough,,Full House Chinese Cuisine,ON,none,True,,1.0,False,True,False,lod,False,casal,False,True,2,True,True,no
145,24285,Toronto,all_day,China Town,ON,,,,,,,,,,,,,1,,,
146,120567,Toronto,all_day,Not Just Noodles,ON,beer_and_wine,True,,1.0,True,True,False,average,False,casal,True,True,1,True,True,no
147,35826,Charlotte,,Chopsticks,NC,none,False,True,,False,False,False,qiet,False,casal,True,False,1,False,True,no
148,24550,North Royalton,all_day,Ming Moon Chinese Restaurant,OH,none,,True,0.0,,True,False,,False,casal,True,,2,False,True,
149,54428,Mississauga,all_day,Axia Restaurant & Bar,ON,fll_bar,True,,1.0,True,True,True,average,True,casal,True,True,2,True,True,free
150,31136,Scarborough,all_day,Hutaoli Music Restaurant & Bar,ON,fll_bar,,,,False,False,True,,False,,False,True,,True,True,free
151,8536,Charlotte,all_day,Lotus Buffet,NC,beer_and_wine,True,True,1.0,True,True,False,average,False,casal,False,True,1,False,True,no
152,93642,Toronto,,Lin's Chinese Bun,ON,none,True,,,False,False,True,lod,False,casal,False,False,1,False,True,no
153,46535,Scarborough,,Hi Shanghai Restaurant,ON,beer_and_wine,,,1.0,False,True,False,qiet,False,casal,False,True,2,True,True,no
154,10903,Phoenix,,Eastern Buffet,AZ,,,,0.0,False,,,,False,casal,False,,,False,,
155,64135,Markham,,Ten Ten Dim Sum,ON,,False,,0.0,False,False,False,average,False,casal,False,False,1,False,True,
156,124508,Phoenix,all_day,Ben Brothers Market,AZ,beer_and_wine,False,True,1.0,False,,False,,False,,False,,1,False,True,no
157,41343,Las Vegas,,Pacific Buffet,NV,none,,,,,,,,False,,,,,,,
158,166883,Markham,all_day,Brothers Bakery,ON,none,True,,0.0,True,True,False,qiet,False,casal,False,False,1,False,True,no
159,101708,Las Vegas,all_day,SUSHISAMBA - Las Vegas,NV,fll_bar,False,True,2.0,False,False,True,average,False,casal,False,True,3,True,True,no
160,166948,Tempe,all_day,Kood Tea Bar & Cafe,AZ,,,True,0.0,,True,True,,False,,True,True,1,False,True,no
161,50955,Strongsville,all_day,Dean's House,OH,none,,True,,,False,,,,casal,True,False,1,False,True,no
162,52755,Toronto,all_day,Oxtail Pho & Banh Mi,ON,fll_bar,True,,0.0,False,True,False,average,False,casal,True,True,2,True,True,free
163,27881,Henderson,all_day,Lotus Chinese Restaurant & Lounge,NV,beer_and_wine,True,True,1.0,,True,False,average,False,casal,True,True,1,False,True,no
164,36542,Charlotte,,China King,NC,,,True,0.0,,True,,average,True,casal,,True,1,False,True,
165,28500,Cuyahoga Falls,all_day,Golden Dragon,OH,fll_bar,True,True,1.0,,True,True,average,False,casal,False,True,2,True,True,free
166,155182,Davidson,all_day,Chong Chin,NC,none,,True,,,False,,average,False,,False,False,,False,,
167,9105,Hampton Township,all_day,Golden Star,PA,none,True,True,0.0,False,True,False,qiet,False,casal,True,True,2,False,True,no
168,162874,Scarborough,,Chicken & Noodles Chinese Restaurant,ON,,,,0.0,,True,,average,,casal,,True,1,False,True,no
169,154435,Phoenix,all_day,Jumbo Buffet,AZ,beer_and_wine,False,True,0.0,False,True,False,lod,False,casal,False,True,1,False,True,no
170,185193,Surprise,all_day,Sakura Sushi Teppan Steak,AZ,beer_and_wine,,True,1.0,,True,,,,,False,True,,True,True,
171,133142,Scarborough,brunch,Perfect Chinese Restaurant,ON,fll_bar,False,,1.0,False,True,False,average,False,casal,False,True,2,True,True,free
172,122533,Mesa,dinner,Spice Spirit Chinese Cuisine and Bar,AZ,fll_bar,True,True,0.0,True,True,True,average,False,casal,False,True,2,True,True,free
173,124808,Charlotte,,Genghis Grill,NC,none,False,True,,False,True,False,average,False,casal,False,True,2,False,True,no
174,99474,Toronto,,Kenly's Noodle,ON,,,,,,,,,,,,,1,,True,
175,19793,Akron,all_day,China Gourmet,OH,fll_bar,True,True,1.0,,True,True,qiet,False,casal,False,True,2,True,True,no
176,123053,Charlotte,,Wok Bo Chinese Restaurant,NC,none,False,True,0.0,False,True,,,False,casal,True,False,1,False,True,
177,149214,Kirkland,all_day,Le Palais Impérial,QC,fll_bar,False,,1.0,False,True,False,qiet,True,casal,True,True,2,True,True,free
178,114929,Phoenix,all_day,Wong's Chinese Cuisine,AZ,beer_and_wine,True,True,1.0,True,True,True,qiet,False,casal,False,True,2,True,True,no
179,167587,Pittsburgh,brunch,Northeastern Kitchen,PA,,,,0.0,,,,,,,,,,,,
180,97925,Madison,brunch,Taiwan Little Eats,WI,none,True,True,1.0,True,True,False,average,False,casal,True,True,2,False,True,free
181,139502,Calgary,all_day,Regency Palace,AB,fll_bar,True,,2.0,True,True,True,average,False,casal,False,True,2,True,True,no
182,171657,Toronto,all_day,Dundas Garden,ON,,,,,,,,,,,,True,2,,,
183,48166,Rantoul,,China Express,IL,none,,True,,,True,False,,False,casal,False,False,2,False,True,
184,115339,Montréal,all_day,Pho Côte-Vertu,QC,,,,,,True,True,,,casal,,True,2,False,True,
185,179233,Pleasant Hills,all_day,China Ichiban,PA,none,True,True,1.0,,False,False,qiet,False,casal,True,False,2,False,True,free
186,176208,Las Vegas,,Pick Up Stix,NV,none,,True,0.0,,True,,,True,casal,False,,1,False,True,
187,50786,Denver,,China II Denver,NC,none,False,True,1.0,False,True,False,average,False,casal,False,False,1,False,True,no
188,121823,Richmond Hill,,Kenny's Gourmet,ON,beer_and_wine,False,,0.0,,True,False,,False,casal,False,True,2,True,True,
189,161748,Calgary,all_day,Wok Box,AB,beer_and_wine,False,,1.0,True,True,True,average,True,casal,True,True,2,True,True,free
190,166646,Calgary,,Pink Pearl Chinese Restaurant & Lounge,AB,fll_bar,True,,0.0,,True,False,average,False,casal,True,True,2,True,True,
191,20473,Tempe,all_day,Pei Wei,AZ,beer_and_wine,True,True,1.0,True,True,False,average,True,casal,False,True,1,False,True,no
192,159423,Charlotte,dinner,Inchin's Bamboo Garden,NC,fll_bar,,True,1.0,,True,True,,False,,True,True,,True,True,
193,169492,Cleveland,all_day,China Sea by CSU,OH,none,True,True,1.0,True,True,False,average,False,casal,True,True,1,True,True,free
194,12460,Toronto,all_day,Xiao Long Bao,ON,none,True,,1.0,False,True,False,average,False,casal,False,True,2,True,True,free
195,118749,Madison,all_day,Jade Garden,WI,none,True,True,1.0,False,True,False,average,False,casal,True,True,1,False,True,no
196,105242,Chandler,all_day,Chou's Kitchen,AZ,none,True,True,1.0,True,True,False,average,False,casal,False,True,1,False,True,no
197,140209,Charlotte,all_day,Rice Inc - Chinese Cuisine,NC,,,,,True,,,,False,casal,,True,,True,True,
198,138081,Toronto,,Jun's Kitchen,ON,,,,,,False,,,,casal,,,,False,True,
199,66199,Charlotte,dinner,Best Wok,NC,none,True,True,0.0,False,True,False,average,False,casal,False,True,1,False,True,no
200,103018,Toronto,,Peter's Chung King,ON,,,,,,,,,,,,,,,,
201,51960,Mississauga,all_day,The Star Fastfood,ON,none,True,,1.0,False,True,True,average,False,casal,False,False,1,False,True,no
202,44698,Cleveland,all_day,King Fong,OH,none,,True,1.0,False,False,False,average,False,casal,True,False,1,False,True,no
203,10382,Mesa,all_day,Panda Express,AZ,none,False,True,0.0,True,True,False,average,True,casal,False,True,2,False,True,no
204,7325,Mesa,all_day,Tao Yuan Chinese Restaurant,AZ,none,True,True,1.0,False,True,False,qiet,False,casal,True,True,1,False,True,no
205,57595,Mississauga,all_day,Meet Noodles,ON,,,,1.0,,True,,,,,False,False,1,False,True,
206,96354,Montréal,dinner,Mr. Ma,QC,fll_bar,True,,,,True,False,qiet,False,casal,False,True,3,True,True,
207,148139,Madison,all_day,Chang Jiang,WI,none,True,True,0.0,False,True,False,qiet,False,casal,True,True,1,False,True,no
208,177441,Fort Mill,all_day,Asian Express,SC,none,False,True,,False,,False,lod,False,,False,False,2,False,True,
209,87171,Phoenix,all_day,Liyuen,AZ,none,False,False,1.0,False,True,False,average,False,casal,False,False,1,False,True,no
210,94096,Scottsdale,all_day,Ling & Louie's Asian Bar and Grill,AZ,fll_bar,True,True,1.0,True,True,True,average,True,casal,True,True,2,True,True,free
211,39521,Canonsburg,all_day,Wai Wai Buffet & Grill,PA,none,False,True,1.0,False,True,False,very_lod,False,casal,False,False,1,False,True,no
212,29663,Richmond Hill,all_day,Regal Palace,ON,,,,1.0,,True,False,very_lod,False,casal,False,True,2,True,True,no
213,113780,Calgary,24_hours,U & Me Restaurant,AB,none,True,True,1.0,True,True,True,average,False,casal,False,True,2,True,True,no
214,23449,Markham,all_day,Hui Lau Shan,ON,,,,0.0,,,,,False,,False,,,True,True,
215,82159,Laval,dinner,La Fonderie,QC,fll_bar,,,0.0,False,False,False,average,,casal,False,True,3,True,False,no
216,131972,North Royalton,,New Gum Do Chinese & American Restaurant,OH,fll_bar,False,True,0.0,,True,True,qiet,False,casal,True,True,1,True,True,free
217,58109,Mayfield Heights,,TJ Buffet Sushi & Grill,OH,none,False,True,1.0,,True,False,average,False,casal,False,True,1,False,True,no
218,152375,Stoughton,all_day,China King,WI,none,False,True,0.0,False,True,True,qiet,False,casal,,True,1,False,True,no
219,2789,Calgary,,Imperial Dynasty Restaurant,AB,beer_and_wine,False,,0.0,False,True,False,average,False,casal,True,True,2,True,True,no
220,155012,Las Vegas,dinner,Mr Chow,NV,fll_bar,False,True,2.0,False,False,False,average,True,dressy,False,True,4,True,True,free
221,107804,Calgary,all_day,Dragon Chinese Restaurant,AB,fll_bar,True,,1.0,,True,False,average,False,casal,False,True,2,True,True,no
222,18069,Madison,all_day,Viet Bistro,WI,,,True,,,True,False,average,,casal,,True,2,True,True,
223,169752,North Las Vegas,all_day,China A Go Go,NV,none,True,True,0.0,True,True,True,average,False,casal,True,True,1,False,True,no
224,43983,Mississauga,,Wokman Kitchen,ON,,,,,,True,,,,,False,True,1,False,True,
225,154915,Toronto,all_day,Chop Chop,ON,,True,,0.0,,True,False,,False,casal,False,True,1,True,True,free
226,51700,Calgary,,Safeway,AB,none,True,,1.0,True,True,False,,True,casal,False,True,2,False,True,free
